time,err,vals,log_values
0.08333333333333333,683.7299999999996,3950.38,8.281567055799647
1.0633333333333332,276.70000000000005,1228.25,7.113345671048758
2.0733333333333337,220.2299999999999,905.59,6.808586664985124
3.0633333333333335,220.01,653.32,6.482067055184938
4.0633333333333335,175.01,625.49,6.438535342568938
5.083333333333333,197.29999999999995,603.2,6.402248816693747
6.093333333333333,180.64,667.7,6.503838970863823
7.073333333333333,132.45000000000005,612.02,6.416764961716917
8.063333333333334,215.08999999999992,677.46,6.518350510420486
9.053333333333335,229.76999999999998,702.49,6.55463116623114
10.093333333333334,177.47000000000003,594.51,6.387737536847231
10.073333333333334,211.80321833648387,594.51,6.387737536847231
11.063333333333334,281.2804536862003,728.4272707939509,6.59088778646337
12.083333333333334,182.02152646502833,573.3176370510397,6.351439903528067
13.063333333333334,194.16298440453687,544.9206734404536,6.300640230749063
14.083333333333334,210.2980789224953,590.1952670132324,6.380453443183618
15.063333333333334,150.5139413988657,488.7288019848771,6.191807738461038
16.07333333333333,191.57414461247632,552.8878780718336,6.315155228834843
17.043333333333333,246.9231379962193,607.5946786389413,6.40950801268284
18.05333333333333,198.7787452741021,454.5320344990548,6.119268394079943
19.083333333333332,203.09347826086955,620.9603166351607,6.4312671775327965
