time,err,vals,log_values
0.08333333333333333,773.9200000000001,4701.85,8.455711327272569
1.0633333333333332,280.06999999999994,1618.21,7.389075879060491
2.0533333333333337,205.0400000000002,1077.86,6.982732872905217
3.0933333333333333,206.63,995.17,6.902913576836021
4.083333333333333,170.15999999999997,755.36,6.627194456797977
5.073333333333333,154.25,712.76,6.569144757859214
6.053333333333333,159.04999999999995,836.12,6.728772143453582
7.073333333333333,187.12,607.59,6.409500312389999
8.083333333333334,156.33000000000004,860.74,6.75779248437595
9.073333333333334,153.53999999999996,771.98,6.648958642953439
10.073333333333334,154.57999999999993,744.47,6.612672555811843
10.063333333333334,187.80105496975855,744.4699999999999,6.612672555811843
11.083333333333334,209.37845180110264,830.0822568645291,6.7215248005361605
12.073333333333334,170.88581036236155,677.4665045763527,6.518360111791971
13.073333333333334,148.63100679762354,634.6304905529089,6.453042924879389
14.063333333333334,90.89204463951185,692.3694527110206,6.540119704349365
15.063333333333334,168.41526815821874,667.7038781244981,6.503844779031017
16.05333333333333,190.37121581116523,728.4513231279772,6.59092080545909
17.063333333333333,181.96340282609853,672.5652676229727,6.5110991589942
18.063333333333333,151.75903200770756,560.9923938874912,6.32970734729797
19.083333333333332,182.16264010062622,630.0480332387732,6.4457960597153585
