75,0.1700
75,0.0898
75,0.1600
75,0.1393
75,0.0313
75,0.0390
75,0.0595
75,0.0348
75,0.0352
75,0.0478
75,0.0290
75,0.0306
75,0.0378
75,0.0248
75,0.0326
75,0.0303
75,0.0251
75,0.0351
75,0.0341
75,0.0227
75,0.0316
75,0.0337
75,0.0710
75,0.0549
75,0.0244
285,0.2666
285,0.2328
285,0.2086
285,0.3102
285,0.1287
285,0.1570
285,0.1286
285,0.0839
285,0.1364
285,0.1762
285,0.1257
285,0.1473
285,0.0914
285,0.0976
285,0.1988
285,0.1387
540,0.2147
540,0.1273
540,0.1464
540,0.1652
540,0.1668
540,0.0762
540,0.1055
540,0.1282
540,0.1452
540,0.1984
540,0.1458
540,0.0666
540,0.1168
